,area_name_en,meter_sale_price,instance_date
146057,Al Merkadh,21796.94,2023-07-19
146058,Al Merkadh,20182.36,2025-01-24
146059,Al Merkadh,20989.51,2023-10-16
146060,Al Merkadh,21562.05,2025-01-07
146061,Al Merkadh,19913.15,2023-08-07
146062,Al Merkadh,22065.82,2023-08-10
146063,Jabal Ali First,6250.0,2023-04-13
146064,Jabal Ali First,11519.41,2024-12-24
146065,Al Barsha South Fourth,11657.7,2024-08-06
146066,Al Merkadh,18460.07,2023-01-03
146067,Al Merkadh,18729.17,2023-03-13
146068,Al Merkadh,18660.5,2024-01-18
146069,Al Merkadh,23171.54,2025-06-04
146070,Al Merkadh,14981.27,2022-09-30
146071,Al Merkadh,18460.06,2024-01-16
146072,Al Merkadh,21041.07,2024-09-16
146073,Al Merkadh,22719.41,2024-01-22
146074,Al Merkadh,20236.11,2023-04-28
146075,Al Merkadh,19421.5,2023-09-21
146076,Al Merkadh,19868.62,2023-07-14
146077,Al Merkadh,20265.69,2023-07-14
146078,Al Merkadh,23681.83,2023-08-10
146079,Al Merkadh,23860.42,2023-08-15
146080,Al Merkadh,21878.39,2023-08-16
146081,Al Merkadh,21828.32,2023-08-29
146082,Al Merkadh,23782.79,2023-08-16
146083,Al Merkadh,17079.06,2024-02-05
146084,Al Merkadh,19375.08,2024-12-26
146085,Al Merkadh,22395.33,2025-07-21
146086,Al Merkadh,19105.97,2023-03-03
146087,Al Merkadh,19375.08,2023-02-02
146088,Al Merkadh,19375.07,2023-10-10
146089,Al Merkadh,23011.18,2025-05-08
146090,Al Merkadh,19913.28,2023-09-05
146091,Al Merkadh,19644.16,2023-06-26
146092,Al Merkadh,12952.97,2022-11-21
146093,Al Merkadh,15352.98,2024-11-19
146094,Al Merkadh,19748.3,2023-01-10
146095,Al Merkadh,22109.07,2025-06-26
146096,Al Merkadh,20602.93,2022-11-07
146097,Al Merkadh,19973.58,2022-11-08
146098,Al Merkadh,16832.92,2024-05-24
146099,Al Merkadh,16614.38,2023-04-11
146100,Al Merkadh,16345.58,2022-09-21
146101,Al Merkadh,14527.85,2025-08-19
146102,Al Merkadh,17267.81,2025-05-12
146103,Al Merkadh,16784.05,2025-06-12
146104,Al Merkadh,15672.87,2024-02-12
146105,Jabal Ali First,11678.85,2024-07-17
146106,Jabal Ali First,12095.58,2024-10-30
146107,Jabal Ali First,10640.31,2023-09-11
146108,Jabal Ali First,9462.78,2025-02-10
146109,Jabal Ali First,11416.55,2025-06-24
146110,Jabal Ali First,13458.95,2025-06-09
146111,Jabal Ali First,11547.34,2023-10-23
146112,Jabal Ali First,15334.95,2025-04-08
146113,Jabal Ali First,7951.87,2022-11-08
146114,Jabal Ali First,13667.73,2024-07-29
146115,Jabal Ali First,9039.9,2023-05-19
146116,Jabal Ali First,6220.07,2024-09-04
146117,Jabal Ali First,10236.34,2023-10-11
146118,Jabal Ali First,11757.41,2025-06-25
146119,Jabal Ali First,9724.47,2023-02-13
146120,Jabal Ali First,7195.5,2023-06-16
146121,Jabal Ali First,15405.25,2025-01-30
146122,Jabal Ali First,12403.3,2024-10-02
146123,Business Bay,24213.62,2024-07-01
146124,Palm Jumeirah,32881.22,2024-10-30
146125,Madinat Dubai Almelaheyah,22899.95,2022-12-29
146126,Madinat Dubai Almelaheyah,19880.72,2024-07-10
146127,Madinat Dubai Almelaheyah,22403.9,2025-06-20
146128,Madinat Dubai Almelaheyah,18395.57,2023-02-20
146129,Business Bay,22986.8,2024-02-12
146130,Business Bay,13378.52,2024-09-13
146131,Business Bay,21211.43,2024-05-23
146132,Business Bay,17929.72,2022-09-12
146133,Business Bay,24053.53,2023-12-14
146134,Al Thanyah Fifth,25530.77,2023-07-12
146135,Al Thanyah Fifth,22303.31,2023-07-27
146136,Al Thanyah Fifth,21588.79,2023-06-14
146137,Al Thanyah Fifth,26407.04,2023-05-12
146138,Al Thanyah Fifth,22463.87,2023-08-18
146139,Al Thanyah Fifth,22712.01,2023-07-12
146140,Al Thanyah Fifth,22963.42,2023-09-26
146141,Al Thanyah Fifth,23057.19,2024-11-21
146142,Business Bay,19206.76,2024-01-08
146143,Business Bay,23012.22,2024-10-16
146144,Business Bay,18793.63,2023-11-30
146145,Business Bay,12291.72,2025-05-13
146146,Business Bay,22828.78,2024-09-02
146147,Business Bay,13654.24,2025-02-14
146148,Al Barsha South Fifth,14619.1,2025-01-09
146149,Business Bay,6298.49,2023-09-08
146150,Business Bay,19186.49,2025-06-25
146151,Business Bay,18653.69,2025-07-28
146152,Business Bay,18763.19,2025-05-28
146153,Business Bay,22477.65,2025-05-14
146154,Me'Aisem First,9742.92,2024-01-04
146155,Me'Aisem First,12244.55,2025-03-28
146156,Me'Aisem First,7864.65,2025-07-21
146157,Me'Aisem First,8415.84,2024-02-20
146158,Me'Aisem First,9183.41,2024-08-13
146159,Me'Aisem First,9716.33,2023-12-21
146160,Me'Aisem First,9138.38,2024-08-12
146161,Me'Aisem First,12788.82,2024-02-21
146162,Me'Aisem First,10739.47,2025-02-26
146163,Me'Aisem First,11850.31,2023-09-20
146164,Me'Aisem First,11018.42,2025-01-30
146165,Me'Aisem First,8152.17,2022-12-28
146166,Me'Aisem First,11969.0,2023-10-04
146167,Me'Aisem First,9703.61,2023-11-10
146168,Me'Aisem First,7499.91,2024-11-08
146169,Me'Aisem First,12484.45,2022-11-24
146170,Me'Aisem First,12341.86,2022-09-05
146171,Me'Aisem First,14381.35,2024-10-21
146172,Me'Aisem First,13213.66,2023-09-13
146173,Me'Aisem First,11943.32,2024-09-18
146174,Me'Aisem First,10255.36,2023-10-02
146175,Me'Aisem First,11875.94,2023-08-07
146176,Me'Aisem First,10992.45,2025-02-18
146177,Me'Aisem First,10268.66,2025-08-25
146178,Me'Aisem First,9191.52,2023-11-02
146179,Me'Aisem First,11081.24,2023-05-03
146180,Me'Aisem First,12809.36,2023-07-31
146181,Me'Aisem First,9363.94,2025-08-25
146182,Me'Aisem First,12057.75,2023-08-14
146183,Me'Aisem First,13429.48,2025-08-11
146184,Me'Aisem First,12693.75,2024-01-24
146185,Me'Aisem First,13416.15,2025-06-30
146186,Me'Aisem First,13085.64,2024-05-14
146187,Me'Aisem First,15580.83,2024-05-28
146188,Me'Aisem First,15746.4,2024-10-15
146189,Me'Aisem First,13473.38,2024-09-10
146190,Me'Aisem First,13822.56,2024-10-21
146191,Al Barsha South Fifth,15868.35,2025-07-10
146192,Al Barsha South Fifth,15095.68,2025-07-18
146193,Al Barsha South Fifth,16267.15,2024-10-10
146194,Al Barsha South Fifth,15242.12,2024-10-24
146195,Al Barsha South Fifth,15699.28,2024-11-05
146196,Al Thanyah Fifth,27594.69,2024-10-31
146197,Al Thanyah Fifth,28763.62,2024-03-04
146198,Al Thanyah Fifth,20077.63,2024-09-27
146199,Al Thanyah Fifth,34132.85,2024-04-04
146200,Business Bay,20505.5,2023-03-22
146201,Business Bay,24686.09,2025-08-12
146202,Business Bay,23371.2,2023-11-24
146203,Business Bay,19786.68,2023-05-08
146204,Business Bay,25286.51,2024-05-31
146205,Business Bay,16106.52,2023-07-20
146206,Me'Aisem First,14954.66,2023-12-15
146207,Me'Aisem First,14352.38,2023-11-16
146208,Me'Aisem First,13216.09,2024-11-25
146209,Me'Aisem First,14022.08,2024-01-05
146210,Me'Aisem First,17165.39,2024-12-09
146211,Hadaeq Sheikh Mohammed Bin Rashid,22601.17,2024-08-16
146212,Hadaeq Sheikh Mohammed Bin Rashid,17728.59,2022-11-28
146213,Hadaeq Sheikh Mohammed Bin Rashid,28543.41,2025-05-06
146214,Hadaeq Sheikh Mohammed Bin Rashid,26102.71,2023-03-28
146215,Hadaeq Sheikh Mohammed Bin Rashid,24268.53,2024-03-15
146216,Hadaeq Sheikh Mohammed Bin Rashid,21110.96,2023-10-11
146217,Hadaeq Sheikh Mohammed Bin Rashid,19524.49,2023-08-17
146218,Hadaeq Sheikh Mohammed Bin Rashid,23071.06,2024-07-25
146219,Hadaeq Sheikh Mohammed Bin Rashid,19917.01,2025-06-10
146220,Hadaeq Sheikh Mohammed Bin Rashid,16013.0,2022-12-22
146221,Hadaeq Sheikh Mohammed Bin Rashid,6309.29,2024-02-16
146222,Hadaeq Sheikh Mohammed Bin Rashid,22202.49,2024-07-23
146223,Hadaeq Sheikh Mohammed Bin Rashid,19314.75,2023-05-22
146224,Hadaeq Sheikh Mohammed Bin Rashid,18214.94,2023-10-30
146225,Hadaeq Sheikh Mohammed Bin Rashid,21981.6,2023-02-08
146226,Hadaeq Sheikh Mohammed Bin Rashid,19050.72,2022-11-09
146227,Hadaeq Sheikh Mohammed Bin Rashid,18685.35,2024-11-28
146228,Hadaeq Sheikh Mohammed Bin Rashid,21191.84,2023-09-18
146229,Hadaeq Sheikh Mohammed Bin Rashid,24551.93,2024-07-23
146230,Hadaeq Sheikh Mohammed Bin Rashid,16064.82,2022-12-22
146231,Hadaeq Sheikh Mohammed Bin Rashid,13428.57,2023-05-10
146232,Hadaeq Sheikh Mohammed Bin Rashid,13122.8,2023-08-22
146233,Madinat Dubai Almelaheyah,23216.78,2025-02-04
146234,Madinat Dubai Almelaheyah,19211.03,2023-12-26
146235,Madinat Dubai Almelaheyah,22712.2,2023-10-18
146236,Madinat Dubai Almelaheyah,20728.38,2024-02-15
146237,Madinat Dubai Almelaheyah,23198.13,2024-07-08
146238,Madinat Dubai Almelaheyah,23072.88,2024-07-09
146239,Madinat Dubai Almelaheyah,20410.95,2024-01-26
146240,Madinat Dubai Almelaheyah,18034.42,2025-07-02
146241,Madinat Dubai Almelaheyah,19634.6,2024-02-08
146242,Madinat Dubai Almelaheyah,19897.32,2023-11-03
146243,Madinat Dubai Almelaheyah,19041.1,2024-03-12
146244,Madinat Dubai Almelaheyah,18382.82,2023-12-21
146245,Madinat Dubai Almelaheyah,18440.39,2023-11-21
146246,Madinat Dubai Almelaheyah,19694.66,2024-02-08
146247,Madinat Dubai Almelaheyah,20178.13,2023-12-07
146248,Palm Jumeirah,26275.15,2022-10-10
146249,Palm Jumeirah,32345.73,2023-05-02
146250,Palm Jumeirah,27644.69,2022-10-06
146251,Palm Jumeirah,31593.69,2022-10-10
146252,Hadaeq Sheikh Mohammed Bin Rashid,9607.49,2022-10-13
146253,Hadaeq Sheikh Mohammed Bin Rashid,12248.23,2024-09-23
146254,Hadaeq Sheikh Mohammed Bin Rashid,17383.68,2024-05-21
146255,Hadaeq Sheikh Mohammed Bin Rashid,19459.88,2024-03-27
146256,Hadaeq Sheikh Mohammed Bin Rashid,19245.25,2024-08-23
146257,Me'Aisem First,6721.18,2022-12-07
146258,Me'Aisem First,10597.3,2024-02-26
146259,Me'Aisem First,13591.41,2025-08-27
146260,Me'Aisem First,9031.27,2022-10-19
146261,Me'Aisem First,4855.83,2024-10-30
146262,Me'Aisem First,10017.28,2023-05-15
146263,Me'Aisem First,12915.27,2024-01-24
146264,Me'Aisem First,9390.41,2025-06-10
146265,Business Bay,27748.3,2022-09-20
146266,Al Barsha South Fifth,15451.67,2025-02-13
146267,Al Barsha South Fifth,22083.8,2025-07-14
146268,Jabal Ali First,11397.65,2025-03-25
146269,Jabal Ali First,8077.73,2024-11-04
146270,Jabal Ali First,7684.48,2024-07-30
146271,Business Bay,23182.54,2024-04-04
146272,Business Bay,14922.0,2023-04-27
146273,Al Thanyah Fifth,17665.03,2023-12-15
146274,Al Thanyah Fifth,17867.45,2023-10-18
146275,Al Thanyah Fifth,19713.97,2023-09-11
146276,Al Thanyah Fifth,21530.88,2024-01-11
146277,Al Thanyah Fifth,17148.78,2024-01-26
146278,Al Thanyah Fifth,19817.92,2024-01-25
146279,Al Thanyah Fifth,16590.95,2023-09-11
146280,Al Thanyah Fifth,17793.25,2024-01-16
146281,Al Thanyah Fifth,19028.57,2024-08-13
146282,Al Thanyah Fifth,26831.13,2025-02-06
146283,Al Thanyah Fifth,21850.64,2025-01-08
146284,Jabal Ali First,13921.57,2024-10-04
146285,Jabal Ali First,13929.27,2024-10-17
146286,Business Bay,30411.43,2024-06-05
146287,Business Bay,24894.85,2023-12-14
146288,Business Bay,29504.16,2024-01-11
146289,Business Bay,28440.84,2023-12-20
146290,Business Bay,25679.2,2023-12-20
146291,Business Bay,31118.16,2023-12-07
146292,Business Bay,32512.94,2024-01-24
146293,Al Warsan First,11186.9,2024-10-31
146294,Al Warsan First,11223.88,2025-03-03
146295,Al Warsan First,9563.99,2023-04-28
146296,Al Warsan First,10114.41,2024-03-11
146297,Business Bay,9849.36,2023-11-13
146298,Business Bay,15712.61,2024-12-16
146299,Business Bay,17317.89,2023-09-14
146300,Business Bay,20043.44,2023-03-16
146301,Business Bay,17253.07,2024-10-03
146302,Business Bay,10238.91,2025-02-03
146303,Business Bay,12891.12,2024-08-07
146304,Business Bay,15262.91,2022-12-12
146305,Al Khairan First,17520.15,2022-09-05
146306,Al Khairan First,21750.86,2024-12-26
146307,Al Khairan First,27898.57,2023-12-27
146308,Al Khairan First,19273.84,2025-06-10
146309,Al Khairan First,13618.55,2023-07-10
146310,Al Khairan First,13247.37,2024-03-18
146311,Al Khairan First,23152.74,2025-01-20
146312,Al Khairan First,22031.95,2024-02-23
146313,Al Khairan First,20781.38,2024-09-11
146314,Al Khairan First,21864.61,2023-02-16
146315,Al Khairan First,16679.66,2024-02-22
146316,Al Khairan First,23064.28,2023-02-16
146317,Al Khairan First,14678.41,2025-07-14
146318,Al Khairan First,20773.72,2023-02-17
146319,Al Khairan First,23926.67,2023-02-17
146320,Al Khairan First,21965.68,2025-03-20
146321,Al Khairan First,21069.67,2023-03-02
146322,Al Khairan First,24096.23,2023-03-28
146323,Al Khairan First,26893.97,2023-04-05
146324,Al Khairan First,23036.63,2023-03-02
146325,Al Khairan First,19809.99,2025-04-22
146326,Al Khairan First,20998.86,2023-06-05
146327,Al Barshaa South Third,11325.48,2025-08-26
146328,Al Barshaa South Third,14687.1,2025-02-11
146329,Al Barshaa South Third,12859.69,2023-11-08
146330,Al Barshaa South Third,12812.02,2022-12-20
146331,Al Barshaa South Third,14848.95,2024-09-19
146332,Al Barshaa South Third,14819.28,2024-02-26
146333,Al Barshaa South Third,15010.64,2024-02-26
146334,Al Barshaa South Third,14522.47,2024-10-30
146335,Al Barshaa South Third,14233.91,2024-11-22
146336,Al Barshaa South Third,13065.76,2024-11-05
146337,Al Barshaa South Third,12329.74,2025-02-11
146338,Al Khairan First,16556.16,2023-01-23
146339,Al Khairan First,22214.92,2023-04-10
146340,Al Khairan First,24003.97,2025-03-27
146341,Al Khairan First,23929.47,2024-11-25
146342,Al Khairan First,12462.24,2023-09-26
146343,Al Barsha South Fourth,7643.31,2025-06-10
146344,Business Bay,10996.41,2022-11-29
146345,Bukadra,23389.7,2025-02-18
146346,Bukadra,20053.39,2025-01-20
146347,Bukadra,20506.01,2024-12-09
146348,Bukadra,19899.97,2024-11-29
146349,Bukadra,23304.39,2025-01-27
146350,Bukadra,20254.96,2025-01-23
146351,Bukadra,20066.52,2025-01-14
146352,Bukadra,19539.94,2025-01-21
146353,Bukadra,22646.8,2025-07-18
146354,Bukadra,21220.6,2025-04-21
146355,Bukadra,22130.42,2025-08-29
146356,Bukadra,21558.3,2025-01-20
146357,Bukadra,21137.3,2025-01-20
146358,Bukadra,20182.33,2024-09-26
146359,Business Bay,27621.06,2024-11-04
146360,Business Bay,28487.02,2024-11-21
146361,Business Bay,21847.57,2025-05-09
146362,Business Bay,24185.69,2024-11-26
146363,Jabal Ali First,8090.24,2025-05-27
146364,Jabal Ali First,9251.41,2025-06-17
146365,Jabal Ali First,7484.37,2024-10-16
146366,Jabal Ali First,8085.83,2024-11-04
146367,Jabal Ali First,7400.56,2024-11-01
146368,Jabal Ali First,8394.79,2024-10-16
146369,Business Bay,21527.82,2024-03-05
146370,Al Barshaa South Third,16667.7,2024-06-03
146371,Al Barshaa South Third,12877.7,2023-12-19
146372,Hadaeq Sheikh Mohammed Bin Rashid,16143.21,2024-12-17
146373,Hadaeq Sheikh Mohammed Bin Rashid,15144.72,2023-11-16
146374,Hadaeq Sheikh Mohammed Bin Rashid,13783.22,2025-06-26
146375,Hadaeq Sheikh Mohammed Bin Rashid,25545.8,2024-12-13
146376,Al Khairan First,22269.0,2023-07-12
146377,Al Khairan First,25352.77,2023-07-13
146378,Al Khairan First,24515.51,2023-03-20
146379,Al Khairan First,18358.18,2023-04-05
146380,Al Khairan First,24460.64,2023-03-29
146381,Al Khairan First,22065.23,2025-03-11
146382,Al Khairan First,18860.12,2025-04-11
146383,Al Khairan First,25765.43,2024-01-29
146384,Al Khairan First,6741.24,2025-06-23
146385,Al Khairan First,17102.84,2022-10-31
146386,Al Khairan First,20538.36,2023-08-21
146387,Al Khairan First,19622.14,2025-06-20
146388,Al Khairan First,26099.93,2025-08-20
146389,Al Khairan First,22850.66,2023-07-27
146390,Al Khairan First,25617.83,2023-06-05
146391,Al Khairan First,25141.26,2023-09-11
146392,Al Khairan First,25400.2,2023-08-08
146393,Al Khairan First,21214.27,2025-03-28
146394,Al Khairan First,25940.09,2023-08-29
146395,Al Khairan First,24792.07,2023-05-30
146396,Al Khairan First,20718.82,2022-09-06
146397,Al Khairan First,22094.37,2022-09-30
146398,Al Khairan First,21447.6,2022-09-02
146399,Al Khairan First,16943.56,2022-09-19
146400,Al Khairan First,16972.15,2022-09-28
146401,Al Khairan First,24769.6,2023-08-21
146402,Al Khairan First,21498.56,2023-07-12
146403,Al Khairan First,25690.27,2023-08-21
146404,Al Khairan First,25755.55,2023-09-11
146405,Al Khairan First,21867.37,2023-07-03
146406,Al Khairan First,26297.85,2023-10-31
146407,Al Khairan First,30339.43,2023-07-31
146408,Business Bay,19654.15,2023-12-07
146409,Business Bay,20953.81,2024-01-10
146410,Business Bay,20502.96,2025-04-09
146411,Business Bay,29288.13,2023-08-03
146412,Business Bay,21269.01,2023-09-15
146413,Business Bay,22423.72,2024-01-26
146414,Business Bay,22745.1,2023-09-18
146415,Business Bay,23259.8,2023-08-23
146416,Business Bay,25129.09,2024-01-16
146417,Business Bay,19885.48,2023-09-11
146418,Business Bay,21586.0,2025-02-04
146419,Business Bay,24061.56,2023-12-12
146420,Business Bay,25257.44,2023-11-03
146421,Business Bay,27201.23,2023-09-11
146422,Business Bay,25939.47,2025-06-02
146423,Me'Aisem First,16070.65,2025-05-28
146424,Me'Aisem First,14145.64,2025-02-06
146425,Me'Aisem First,17063.14,2025-07-02
146426,Me'Aisem First,13996.58,2025-07-31
146427,Al Barsha South Fifth,12517.78,2025-07-28
146428,Al Barsha South Fifth,11840.89,2025-08-01
146429,Al Barsha South Fifth,7465.31,2025-08-18
146430,Al Barsha South Fifth,12051.44,2025-06-09
146431,Al Barsha South Fifth,11749.9,2025-06-17
146432,Al Merkadh,16932.47,2024-01-08
146433,Al Merkadh,14628.78,2024-06-19
146434,Al Merkadh,15400.0,2023-11-16
146435,Al Merkadh,12069.11,2024-10-03
146436,Al Merkadh,8222.35,2025-01-23
146437,Al Merkadh,14160.93,2024-04-29
146438,Al Merkadh,14210.96,2023-01-06
146439,Al Merkadh,18624.39,2024-12-10
146440,Al Merkadh,17701.09,2024-12-10
146441,Al Merkadh,5476.64,2023-07-03
146442,Al Merkadh,14436.91,2022-09-20
146443,Al Merkadh,21442.82,2025-06-19
146444,Al Merkadh,18975.33,2024-05-30
146445,Al Merkadh,16610.32,2023-02-23
146446,Al Merkadh,16072.0,2023-10-20
146447,Al Merkadh,13003.42,2023-09-26
146448,Al Merkadh,9750.92,2023-09-19
146449,Al Merkadh,15707.29,2024-06-05
146450,Al Merkadh,14304.5,2024-04-25
146451,Al Merkadh,11111.11,2024-07-22
146452,Al Merkadh,15156.22,2023-09-19
146453,Al Merkadh,16909.93,2023-11-08
146454,Al Merkadh,14607.76,2022-12-27
146455,Al Merkadh,14744.76,2022-12-26
146456,Al Merkadh,18120.05,2024-09-03
146457,Al Merkadh,20454.72,2024-03-07
146458,Al Merkadh,15215.3,2023-09-26
146459,Al Merkadh,30502.35,2024-03-18
146460,Al Merkadh,14321.88,2023-09-20
146461,Al Merkadh,14256.37,2023-09-26
146462,Al Merkadh,15645.25,2023-09-20
146463,Al Merkadh,13126.82,2023-09-20
146464,Al Merkadh,14536.23,2023-06-13
146465,Al Merkadh,20949.9,2023-06-08
146466,Al Merkadh,22665.46,2024-04-02
146467,Al Merkadh,26102.53,2023-11-22
146468,Al Merkadh,24793.39,2024-07-03
146469,Al Merkadh,22456.72,2024-06-12
146470,Al Merkadh,22591.72,2025-06-26
146471,Al Merkadh,21100.01,2023-06-23
146472,Al Merkadh,17196.46,2023-09-27
146473,Al Merkadh,18255.86,2023-02-10
146474,Al Merkadh,18001.15,2023-03-16
146475,Al Merkadh,22553.0,2023-06-26
146476,Al Merkadh,20567.67,2023-06-15
146477,Al Merkadh,8878.47,2023-08-21
146478,Al Merkadh,24203.73,2025-02-11
146479,Al Merkadh,8674.66,2023-07-26
146480,Al Merkadh,22870.77,2023-12-06
146481,Al Merkadh,10667.65,2023-06-12
146482,Al Merkadh,12111.03,2022-12-29
146483,Al Merkadh,16443.25,2025-07-30
146484,Al Merkadh,21017.13,2024-12-24
146485,Al Merkadh,14927.23,2024-11-01
146486,Al Merkadh,20861.83,2025-01-30
146487,Al Merkadh,19679.3,2025-08-21
146488,Al Merkadh,16439.73,2023-09-19
146489,Al Merkadh,16000.0,2023-10-20
146490,Al Merkadh,14456.0,2023-10-20
146491,Al Merkadh,15569.92,2024-02-19
146492,Al Merkadh,19452.35,2024-08-16
146493,Al Merkadh,16211.29,2023-10-24
146494,Al Merkadh,18775.06,2024-01-10
146495,Al Merkadh,14184.66,2023-10-25
146496,Al Merkadh,16706.05,2023-10-27
146497,Al Merkadh,17371.16,2024-06-13
146498,Al Merkadh,14414.0,2023-10-27
146499,Al Merkadh,19099.32,2025-06-04
146500,Al Merkadh,12335.75,2022-11-03
146501,Al Merkadh,13638.43,2024-10-29
146502,Business Bay,30434.78,2024-11-26
146503,Business Bay,30590.38,2025-02-05
146504,Business Bay,22388.06,2024-10-10
146505,Business Bay,31628.01,2023-08-22
146506,Business Bay,32492.89,2023-08-21
146507,Business Bay,33734.1,2023-08-21
146508,Business Bay,30979.6,2023-08-15
146509,Hadaeq Sheikh Mohammed Bin Rashid,18086.17,2024-01-22
146510,Hadaeq Sheikh Mohammed Bin Rashid,19028.93,2024-02-02
146511,Hadaeq Sheikh Mohammed Bin Rashid,21364.01,2024-03-18
146512,Hadaeq Sheikh Mohammed Bin Rashid,21997.59,2023-06-13
146513,Hadaeq Sheikh Mohammed Bin Rashid,20206.63,2023-03-21
146514,Hadaeq Sheikh Mohammed Bin Rashid,20510.81,2023-01-06
146515,Hadaeq Sheikh Mohammed Bin Rashid,19701.61,2023-01-09
146516,Hadaeq Sheikh Mohammed Bin Rashid,22240.53,2024-10-11
146517,Hadaeq Sheikh Mohammed Bin Rashid,21042.97,2022-12-29
146518,Hadaeq Sheikh Mohammed Bin Rashid,20475.91,2023-01-10
146519,Hadaeq Sheikh Mohammed Bin Rashid,23053.64,2023-01-05
146520,Hadaeq Sheikh Mohammed Bin Rashid,21527.84,2023-03-17
146521,Hadaeq Sheikh Mohammed Bin Rashid,22235.58,2024-03-19
146522,Hadaeq Sheikh Mohammed Bin Rashid,21606.19,2023-06-13
146523,Hadaeq Sheikh Mohammed Bin Rashid,23776.75,2023-05-31
146524,Hadaeq Sheikh Mohammed Bin Rashid,22085.12,2023-04-26
146525,Hadaeq Sheikh Mohammed Bin Rashid,18954.35,2024-10-18
146526,Hadaeq Sheikh Mohammed Bin Rashid,20229.98,2023-05-12
146527,Hadaeq Sheikh Mohammed Bin Rashid,20002.9,2023-04-24
146528,Hadaeq Sheikh Mohammed Bin Rashid,27126.74,2024-07-09
146529,Hadaeq Sheikh Mohammed Bin Rashid,24087.59,2023-10-23
146530,Hadaeq Sheikh Mohammed Bin Rashid,16733.06,2023-12-13
146531,Hadaeq Sheikh Mohammed Bin Rashid,24555.52,2025-02-21
146532,Hadaeq Sheikh Mohammed Bin Rashid,15867.29,2024-11-25
146533,Hadaeq Sheikh Mohammed Bin Rashid,16751.43,2022-11-16
146534,Hadaeq Sheikh Mohammed Bin Rashid,22332.64,2022-09-26
146535,Hadaeq Sheikh Mohammed Bin Rashid,22629.91,2022-11-14
146536,Hadaeq Sheikh Mohammed Bin Rashid,19205.31,2022-09-30
146537,Hadaeq Sheikh Mohammed Bin Rashid,27646.13,2025-02-27
146538,Hadaeq Sheikh Mohammed Bin Rashid,19393.5,2022-09-27
146539,Hadaeq Sheikh Mohammed Bin Rashid,19463.34,2023-01-19
146540,Hadaeq Sheikh Mohammed Bin Rashid,21193.84,2024-10-28
146541,Hadaeq Sheikh Mohammed Bin Rashid,25271.5,2025-04-29
146542,Hadaeq Sheikh Mohammed Bin Rashid,24438.0,2025-02-11
146543,Hadaeq Sheikh Mohammed Bin Rashid,34111.38,2024-12-30
146544,Hadaeq Sheikh Mohammed Bin Rashid,32484.41,2025-08-25
146545,Hadaeq Sheikh Mohammed Bin Rashid,21512.2,2025-07-16
146546,Hadaeq Sheikh Mohammed Bin Rashid,18237.93,2024-03-20
146547,Hadaeq Sheikh Mohammed Bin Rashid,22262.03,2025-06-20
146548,Hadaeq Sheikh Mohammed Bin Rashid,15398.08,2025-03-28
146549,Hadaeq Sheikh Mohammed Bin Rashid,11790.94,2025-04-11
146550,Hadaeq Sheikh Mohammed Bin Rashid,15924.96,2025-05-16
146551,Hadaeq Sheikh Mohammed Bin Rashid,19207.89,2022-09-16
146552,Hadaeq Sheikh Mohammed Bin Rashid,19523.78,2022-09-19
146553,Hadaeq Sheikh Mohammed Bin Rashid,20978.79,2022-09-26
146554,Hadaeq Sheikh Mohammed Bin Rashid,20978.79,2022-09-26
146555,Hadaeq Sheikh Mohammed Bin Rashid,21605.26,2022-09-21
146556,Hadaeq Sheikh Mohammed Bin Rashid,19913.29,2022-10-27
146557,Hadaeq Sheikh Mohammed Bin Rashid,21512.47,2022-09-12
146558,Hadaeq Sheikh Mohammed Bin Rashid,16690.97,2023-06-12
146559,Hadaeq Sheikh Mohammed Bin Rashid,17056.53,2023-06-27
146560,Hadaeq Sheikh Mohammed Bin Rashid,17073.53,2023-05-25
146561,Hadaeq Sheikh Mohammed Bin Rashid,23322.1,2023-12-13
146562,Hadaeq Sheikh Mohammed Bin Rashid,12798.87,2024-05-16
146563,Hadaeq Sheikh Mohammed Bin Rashid,18111.73,2023-06-23
146564,Hadaeq Sheikh Mohammed Bin Rashid,18836.84,2023-08-11
146565,Al Barsha South Fourth,20218.79,2024-09-27
146566,Al Barsha South Fourth,17776.95,2024-09-30
146567,Al Barsha South Fourth,18465.22,2024-08-27
146568,Al Barsha South Fourth,15754.89,2024-08-26
146569,Al Barsha South Fourth,14560.14,2024-09-03
146570,Al Barsha South Fourth,11183.23,2024-09-06
146571,Al Barsha South Fourth,18543.45,2024-09-18
146572,Al Barsha South Fourth,18544.76,2024-10-17
146573,Al Barsha South Fourth,16772.63,2024-10-07
146574,Al Barsha South Fourth,13240.38,2024-08-27
146575,Business Bay,24973.26,2024-09-12
146576,Jabal Ali First,12266.29,2024-08-05
146577,Jabal Ali First,11990.58,2024-03-29
146578,Al Barsha South Fourth,9588.41,2024-06-10
146579,Hadaeq Sheikh Mohammed Bin Rashid,11346.44,2025-04-03
146580,Hadaeq Sheikh Mohammed Bin Rashid,14778.33,2023-12-05
146581,Me'Aisem First,17855.31,2024-12-19
146582,Me'Aisem First,18734.55,2025-08-28
146583,Me'Aisem First,13957.73,2025-07-16
146584,Me'Aisem First,15614.3,2025-06-30
146585,Al Barsha South Fourth,13270.29,2025-05-06
146586,Hadaeq Sheikh Mohammed Bin Rashid,21325.12,2023-09-18
