,transaction_id,trans_group_en,procedure_name_en,instance_date,property_type_en,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,building_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,instance_year,instance_month,instance_day,sector_name,area_lat,area_lon
36790,1-41-2016-3195,Sales,Delayed Sell,2016-06-27,Land,,Residential,Existing Properties,Saih Shuaib 1,,,JABEL ALI HILLS,Dubai Parks and Resorts,,,,0,1001.24,1508780.0,1506.91,2016.0,6.0,27.0,South_west,24.90299131,54.99456636
1342177,2-13-2016-7203,Mortgages,Mortgage Registration,2016-10-05,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,GOLDEN MILE 10,GOLDEN MILE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,348.73,2631000.0,7544.52,2016.0,10.0,5.0,West,25.1193271,55.1317401
790123,1-102-2024-45678,Sales,Sell - Pre registration,2024-06-26,Unit,Flat,Residential,Off-Plan Properties,Bukadra,330 Riverside Crescent,330 Riverside Crescent,,,,,1 B/R,1,84.03,1899429.0,22604.18,2024.0,6.0,26.0,Unknown,25.1770677,55.3250371
241731,1-133-2014-842,Sales,Development Registration,2014-06-09,Unit,Flat,Residential,Existing Properties,Nad Al Shiba,Sapphire Residence,SAPPHIRE RESIDENCE,Silicon Oasis,IMG World Adventures,,,1 B/R,1,73.0,531966.0,7287.21,2014.0,6.0,9.0,Unknown,25.1451203,55.3392738
349504,1-107-2008-1280,Sales,Lease to Own Registration Pre-Registration,2009-09-09,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,AL THAMAM 57,REMRAAM,Remraam,Motor City,,,Studio,1,39.86,365650.0,9173.36,2009.0,9.0,9.0,Central,25.00242864,55.24042905
944843,1-102-2023-224,Sales,Sell - Pre registration,2023-01-02,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,Rukan 3,Rukan,,,,2 B/R,0,79.31,1062500.0,13396.8,2023.0,1.0,2.0,Central,25.04253774,55.28449984
771295,1-11-2022-20525,Sales,Sell,2022-08-25,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Silverene Towers A,SILVERENE,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,55.31,950000.0,17175.92,2022.0,8.0,25.0,Unknown,25.09547176,55.13076456
841606,2-13-2018-9521,Mortgages,Mortgage Registration,2018-12-18,Unit,Flat,Residential,Existing Properties,Burj Khalifa,CLAREN TOWER 1,CLAREN 1,Burj Khalifa,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,80.74,700000.0,8669.8,2018.0,12.0,18.0,Unknown,25.19005375,55.27814093
115139,1-102-2023-48917,Sales,Sell - Pre registration,2023-09-20,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,TORINO BY ORO24 - 4,TORINO BY ORO24,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,33.85,539000.0,15923.19,2023.0,9.0,20.0,Unknown,25.06209482,55.23443163
88892,2-13-2003-398,Mortgages,Mortgage Registration,2003-05-26,Villa,,Residential,Existing Properties,Jumeirah Second,,,,Burj Khalifa,Business Bay Metro Station,Dubai Mall,,0,1579.35,2900000.0,1836.2,2003.0,5.0,26.0,West,25.2075147,55.2394827
1377293,2-13-2015-5868,Mortgages,Mortgage Registration,2015-08-17,Building,,Residential / Commercial,Existing Properties,Al Qusais Industrial First,,,,Dubai International Airport,Airport Free Zone,City Centre Mirdif,,0,1463.22,16000000.0,10934.79,2015.0,8.0,17.0,North,25.28659388,55.38627996
864670,1-11-2018-6718,Sales,Sell,2018-07-02,Unit,Flat,Residential,Existing Properties,Marsa Dubai,PRINCESS TOWER,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,110.43,1400000.0,12677.71,2018.0,7.0,2.0,Unknown,25.09547176,55.13076456
517694,1-11-2013-799,Sales,Sell,2013-01-09,Building,,Residential / Commercial,Existing Properties,Al Warqa First,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1393.26,6418716.0,4606.98,2013.0,1.0,9.0,Unknown,25.18885432,55.40632897
470680,1-102-2013-9969,Sales,Sell - Pre registration,2013-10-23,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,DIAMOND VIEWS 3,DIAMOND VIEWS 3,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,90.82,400000.0,4404.32,2013.0,10.0,23.0,Central,25.05936493,55.21207713
776136,1-102-2023-66595,Sales,Sell - Pre registration,2023-12-15,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,DAMAC BAY - TOWER A,DAMAC BAY,Dubai Harbour,,,,3 B/R,1,196.95,9633000.0,48910.89,2023.0,12.0,15.0,Unknown,25.09547176,55.13076456
128441,1-102-2025-23502,Sales,Sell - Pre registration,2025-03-21,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Santorini Residences by Loutraki,Santorini Residences by Loutraki,Jumeirah Village Triangle,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,60.83,999888.0,16437.42,2025.0,3.0,21.0,Central,25.04291825,55.18747333
1306613,1-11-2025-4958,Sales,Sell,2025-02-06,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VARDON ,DAMAC HILLS 2,,,,,0,112.24,1250000.0,11136.85,2025.0,2.0,6.0,South,24.9981931,55.37157657
986682,1-11-2023-4467,Sales,Sell,2023-02-16,Unit,Flat,Residential,Existing Properties,Al Merkadh,The Terraces N,The Terraces,SOBHA HARTLAND,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,104.04,1600000.0,15378.7,2023.0,2.0,16.0,Unknown,25.16984676,55.29268975
970167,1-102-2023-42022,Sales,Sell - Pre registration,2023-08-25,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Rivana,,,,,3 B/R,0,300.0,2941888.0,9806.29,2023.0,8.0,25.0,South,24.99365013,55.42259018
72534,1-11-2014-11839,Sales,Sell,2014-05-01,Villa,,Residential,Existing Properties,Al Barsha South Fifth,,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,240.0,1428500.0,5952.08,2014.0,5.0,1.0,Central,25.04291825,55.18747333
308626,1-102-2022-23106,Sales,Sell - Pre registration,2022-08-17,Unit,Flat,Residential,Off-Plan Properties,Business Bay,The Paragon by IGO,The Paragon By IGO ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,72.92,1153548.0,15819.36,2022.0,8.0,17.0,Unknown,25.18762593,55.27989946
559314,1-102-2006-11724,Sales,Sell - Pre registration,2010-02-23,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Emirates Gardens 1 - R2,EMIRATES GARDEN I - ROSE 1,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,48.68,343220.0,7050.53,2010.0,2.0,23.0,Central,25.05936493,55.21207713
329535,1-102-2024-18186,Sales,Sell - Pre registration,2024-03-22,Unit,Flat,Residential,Off-Plan Properties,Al Wasl,Castleton,Castleton ,City Walk,,,,1 B/R,1,72.36,2050000.0,28330.57,2024.0,3.0,22.0,West,25.19685113,55.25356365
652593,1-11-2017-14637,Sales,Sell,2017-12-04,Unit,Flat,Residential,Existing Properties,Business Bay,The Cosmopolitan,THE COSMOPOLITAN,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,113.11,1600000.0,14145.52,2017.0,12.0,4.0,Unknown,25.18762593,55.27989946
164041,3-9-2018-1597,Gifts,Grant,2018-07-25,Unit,Flat,Residential,Existing Properties,Business Bay,CLAYTON RESIDENCY,CLAYTON RESIDENCY,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,69.41,971258.0,13993.06,2018.0,7.0,25.0,Unknown,25.18762593,55.27989946
72277,1-11-2017-4303,Sales,Sell,2017-03-27,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Dana Tower,DANA TOWER,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,81.59,650000.0,7966.66,2017.0,3.0,27.0,Central,25.05936493,55.21207713
693646,1-102-2024-92576,Sales,Sell - Pre registration,2024-11-01,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Dusk by Binghatti,Dusk by Binghatti,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,83.57,1150000.0,13760.92,2024.0,11.0,1.0,Central,25.05936493,55.21207713
1012326,2-13-2024-29525,Mortgages,Mortgage Registration,2024-12-06,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - JUNIPER,DAMAC HILLS 2,,,,,0,176.09,2400000.0,13629.39,2024.0,12.0,6.0,South,24.9981931,55.37157657
45376,2-14-2022-545,Mortgages,Modify Mortgage,2022-05-31,Villa,,Residential,Existing Properties,Al Thanyah Fifth,,,Jumeirah Islands,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,,0,1302.91,10250000.0,7867.01,2022.0,5.0,31.0,West,25.051959,55.15578
269870,1-11-2008-210246,Sales,Sell,2008-11-25,Unit,Flat,Residential,Existing Properties,Al Warsan First,X-26,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,299000.0,6644.44,2008.0,11.0,25.0,Unknown,25.1599767,55.4246648
317133,2-110-2009-202810,Mortgages,Lease to Own Registration,2009-11-12,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 45,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,90.0,626300.0,6958.89,2009.0,11.0,12.0,Unknown,25.01126,55.06116
706551,1-102-2013-10527,Sales,Sell - Pre registration,2013-11-13,Unit,Office,Commercial,Off-Plan Properties,Business Bay,EMPIRE HEIGHTS B,EMPIRE HEIGHTS,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Office,1,131.14,1240974.0,9462.97,2013.0,11.0,13.0,Unknown,25.18762593,55.27989946
1314427,2-13-2009-579,Mortgages,Mortgage Registration,2009-04-06,Villa,,Residential,Existing Properties,Al Barshaa South First,,,,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,1203.09,750000.0,623.39,2009.0,4.0,6.0,Unknown,25.08423752,55.2301129
718863,1-11-2023-36224,Sales,Sell,2023-11-08,Unit,Flat,Residential,Existing Properties,Me'Aisem First,CENTRIUM TOWER 1,CENTRIUM TOWER,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,66.48,420000.0,6317.69,2023.0,11.0,8.0,Unknown,25.0177834,55.18312486
318817,1-102-2023-39789,Sales,Sell - Pre registration,2023-08-16,Unit,Flat,Residential,Off-Plan Properties,Business Bay,NOBLES,NOBLES,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,77.1,1908845.0,24758.04,2023.0,8.0,16.0,Unknown,25.18762593,55.27989946
382582,1-11-2010-11501,Sales,Sell,2010-07-26,Unit,Flat,Residential,Existing Properties,Al Hebiah First,NORTON COURT 2,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,142.23,1000000.0,7030.87,2010.0,7.0,26.0,Central,25.04998492,55.23894687
595500,1-102-2012-518,Sales,Sell - Pre registration,2012-02-13,Unit,Office,Commercial,Off-Plan Properties,Al Thanyah Fifth,HDS BUSINESS CENTRE,HDS BUSINESS CENTRE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,94.16,202708.0,2152.8,2012.0,2.0,13.0,West,25.051959,55.15578
576225,2-13-2021-15558,Mortgages,Mortgage Registration,2021-12-14,Villa,,Residential,Existing Properties,Al Warqa Third,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1097.28,500000.0,455.67,2021.0,12.0,14.0,Unknown,25.19288494,55.42091217
1134762,1-11-2009-204677,Sales,Sell,2009-02-24,Unit,Flat,Residential,Existing Properties,Al Warsan First,J-02,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,350000.0,5147.06,2009.0,2.0,24.0,Unknown,25.1599767,55.4246648
182373,1-11-2013-25238,Sales,Sell,2013-08-26,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,SANDOVAL GARDEN APARTMENTS 1,SANDOVAL GARDENS,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,92.54,865599.0,9353.78,2013.0,8.0,26.0,Central,25.05936493,55.21207713
365749,1-41-2022-2115,Sales,Delayed Sell,2022-02-08,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 7,,Serena - Casa Viva ,800 Villas,Hamdan Sports Complex,,,3 B/R,0,172.5,1620000.0,9391.3,2022.0,2.0,8.0,Central,25.04253774,55.28449984
1355764,1-11-2021-7482,Sales,Sell,2021-05-06,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,Indigo Tower,INDIGO TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,1,109.9,742000.0,6751.59,2021.0,5.0,6.0,West,25.051959,55.15578
579844,1-11-2020-12297,Sales,Sell,2020-12-17,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,Hub Canal 2,HUB CANAL 2 TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,94.76,458991.0,4843.72,2020.0,12.0,17.0,Central,25.03502194,55.21354639
886614,1-102-2024-45880,Sales,Sell - Pre registration,2024-06-27,Unit,Flat,Residential,Off-Plan Properties,Jumeirah Second,Eden House The Canal,Eden House The Canal,Dubai Water Canal,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1 B/R,1,101.85,4649000.0,45645.56,2024.0,6.0,27.0,West,25.2075147,55.2394827
384625,1-102-2008-15880,Sales,Sell - Pre registration,2009-06-22,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,WINDSOR MANOR,WINDSOR MANOR,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,160.95,2690454.0,16716.09,2009.0,6.0,22.0,Unknown,25.19005375,55.27814093
1233312,1-102-2023-12707,Sales,Sell - Pre registration,2023-03-15,Unit,Hotel Apartment,Hospitality ,Off-Plan Properties,Business Bay,AYKON CITY-TOWER B,AYKON CITY ,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,64.64,1337000.0,20683.79,2023.0,3.0,15.0,Unknown,25.18762593,55.27989946
1213099,3-9-2023-6628,Gifts,Grant,2023-12-26,Land,,Commercial,Existing Properties,Wadi Al Safa 3,,,Majan,IMG World Adventures,,,,0,2274.17,8567628.0,3767.36,2023.0,12.0,26.0,Central,25.11569338,55.32337167
472541,2-13-2012-4053,Mortgages,Mortgage Registration,2012-10-17,Unit,Flat,Residential,Existing Properties,Warsan Fourth,RITZ RESIDENCE,RITZ RESIDENCE,International City Phase 3,,Rashidiya Metro Station,City Centre Mirdif,Studio,1,40.91,258570.0,6320.46,2012.0,10.0,17.0,Central,25.14379674,55.40635719
815024,1-102-2025-1913,Sales,Sell - Pre registration,2025-01-13,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Farm Grove,,,,,4 B/R,0,315.04,4612888.0,14642.23,2025.0,1.0,13.0,South,24.99365013,55.42259018
668720,1-11-2008-101915,Sales,Sell,2008-10-14,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 11,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,424.42,802888.0,1891.73,2008.0,10.0,14.0,Unknown,25.06366745,55.1623514
484145,1-102-2017-13345,Sales,Sell - Pre registration,2017-07-19,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,AR II - Reem Community,Arabian Ranches II - Reem Community,Motor City,,,3 B/R,0,180.95,2116888.0,11698.75,2017.0,7.0,19.0,Central,25.04253774,55.28449984
396293,1-11-2009-214581,Sales,Sell,2009-07-23,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,Indigo Tower,INDIGO TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,51.99,423105.0,8138.2,2009.0,7.0,23.0,West,25.051959,55.15578
1309944,1-11-2011-1898,Sales,Sell,2011-02-01,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,MOSELA,MOSELA,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,71.81,877888.0,12225.15,2011.0,2.0,1.0,West,25.094255,55.161612
1378877,1-102-2023-13845,Sales,Sell - Pre registration,2023-03-21,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,Joya Dorado Residence,JOYA DORADO RESIDENCE,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,71.39,672386.0,9418.5,2023.0,3.0,21.0,Unknown,25.06209482,55.23443163
1188066,1-11-2025-8967,Sales,Sell,2025-03-03,Unit,Office,Commercial,Existing Properties,Business Bay,WESTBURRY TOWER 1,WESTBURRY TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,94.62,2000000.0,21137.18,2025.0,3.0,3.0,Unknown,25.18762593,55.27989946
957942,1-41-2010-3128,Sales,Delayed Sell,2011-11-14,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Burj Views Podium,BURJ VIEWS,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,75.81,1105888.0,14587.63,2011.0,11.0,14.0,Unknown,25.19005375,55.27814093
529436,1-851-2017-34,Sales,Development Registration Pre-Registration,2017-02-27,Unit,Flat,Residential,Off-Plan Properties,Dubai Investment Park Second,CENTURION RESIDENCE - TOWER 1,CENTURION RESIDENCE,Dubai Investment Park Second,Sports City Swimming Academy,,,2 B/R,1,139.85,1144052.0,8180.56,2017.0,2.0,27.0,South_west,24.97551093,55.20975585
1345659,1-102-2024-3079,Sales,Sell - Pre registration,2024-01-17,Unit,Flat,Residential,Off-Plan Properties,Business Bay,AYKON CITY 3 - TOWER D,AYKON CITY 3,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,167.5,4004000.0,23904.48,2024.0,1.0,17.0,Unknown,25.18762593,55.27989946
335811,1-11-2010-8438,Sales,Sell,2010-06-03,Unit,Flat,Residential,Existing Properties,Al Warsan First,U-12,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,265000.0,5888.89,2010.0,6.0,3.0,Unknown,25.1599767,55.4246648
1327824,2-107-2006-568,Mortgages,Lease to Own Registration Pre-Registration,2009-10-26,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Skycourts Tower F,SKY COURTS,Residential Complex,IMG World Adventures,,,Studio,1,40.7,305166.0,7497.96,2009.0,10.0,26.0,Central,25.08232101,55.36365192
1189285,1-102-2018-6443,Sales,Sell - Pre registration,2018-05-03,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Azizi Riviera 20,Azizi Riviera 20,Meydan One Community,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,44.24,742871.0,16791.84,2018.0,5.0,3.0,Unknown,25.16984676,55.29268975
1384132,1-102-2018-6418,Sales,Sell - Pre registration,2018-05-07,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,VIDA Residences Dubai Marina,VIDA Residences Dubai Marina,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,116.62,1729888.0,14833.54,2018.0,5.0,7.0,Unknown,25.09547176,55.13076456
563342,1-102-2024-90291,Sales,Sell - Pre registration,2024-10-25,Unit,Flat,Residential,Off-Plan Properties,Business Bay,ROYAL REGENCY,Royal Regency,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,80.74,1837500.0,22758.24,2024.0,10.0,25.0,Unknown,25.18762593,55.27989946
53555,1-11-2013-10730,Sales,Sell,2013-04-29,Unit,Flat,Residential,Existing Properties,Business Bay,CLAYTON RESIDENCY,CLAYTON RESIDENCY,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,69.41,1123581.0,16187.6,2013.0,4.0,29.0,Unknown,25.18762593,55.27989946
291152,1-102-2013-10852,Sales,Sell - Pre registration,2013-11-18,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,BURJ VISTA Tower 1,BURJ VISTA,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,83.45,1370888.0,16427.66,2013.0,11.0,18.0,Unknown,25.19005375,55.27814093
576052,2-14-2009-116,Mortgages,Modify Mortgage,2009-03-31,Villa,,Residential,Existing Properties,Um Suqaim Third,,,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,1983.85,1316250.0,663.48,2009.0,3.0,31.0,Unknown,25.14280454,55.18731602
281985,2-14-2024-18,Mortgages,Modify Mortgage,2024-01-05,Building,,Commercial,Existing Properties,Mankhool,,,,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,,0,1404.69,52150000.0,37125.63,2024.0,1.0,5.0,Unknown,25.24818631,55.29367745
300303,1-102-2024-96659,Sales,Sell - Pre registration,2024-11-18,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Golf Point Tower 2,Golf Point,Dubai World Central,Al Makhtoum International Airport,,,1 B/R,1,63.17,1200000.0,18996.36,2024.0,11.0,18.0,South_west,24.91892638,55.18015257
1375252,1-102-2024-99751,Sales,Sell - Pre registration,2024-11-27,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Time 3,Time 3,Residential Complex,IMG World Adventures,,,1 B/R,1,74.36,811000.0,10906.4,2024.0,11.0,27.0,Central,25.08232101,55.36365192
1407163,1-102-2023-21851,Sales,Sell - Pre registration,2023-05-11,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,VINCITORE VOLARE,Vincitore Volare,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,71.5,1115000.0,15594.41,2023.0,5.0,11.0,Unknown,25.06209482,55.23443163
832322,2-190-2023-1762,Mortgages,Delayed Mortgage,2023-11-03,Land,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,,Sidra 3,DUBAI HILLS - SIDRA 3,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,421.52,4120000.0,9774.15,2023.0,11.0,3.0,Central,25.1053253,55.26733804
841839,1-11-2009-214949,Sales,Sell,2009-07-29,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,Indigo Tower,INDIGO TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,70.62,532899.0,7546.01,2009.0,7.0,29.0,West,25.051959,55.15578
680258,1-102-2024-71444,Sales,Sell - Pre registration,2024-09-13,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Club Place Building B,Club Place,DUBAI HILLS,,,,1 B/R,1,69.01,1581888.0,22922.59,2024.0,9.0,13.0,Central,25.1053253,55.26733804
912388,1-102-2025-6253,Sales,Sell - Pre registration,2025-03-24,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,ROVE HOME DUBAI MARINA,ROVE HOME DUBAI MARINA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,36.78,1382000.0,37574.77,2025.0,3.0,24.0,Unknown,25.09547176,55.13076456
1215271,1-102-2025-23718,Sales,Sell - Pre registration,2025-03-21,Unit,Flat,Residential,Off-Plan Properties,Nadd Hessa,OASIZ 2 by Danube,Oasiz 2 by Danube,Silicon Oasis,IMG World Adventures,,,1 B/R,1,58.59,1051325.0,17943.76,2025.0,3.0,21.0,Unknown,25.12321,55.386619
370270,1-45-2021-234,Sales,Sell Development,2021-03-29,Unit,Flat,Residential,Existing Properties,Nadd Hessa,SILICON GATE 3,SILICON GATE 3,Silicon Oasis,IMG World Adventures,,,1 B/R,1,63.26,320000.0,5058.49,2021.0,3.0,29.0,Unknown,25.12321,55.386619
140309,1-11-2013-781,Sales,Sell,2013-01-09,Unit,Flat,Residential,Existing Properties,Me'Aisem First,THE CRESCENT  B,THE CRESCENT,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,46.82,275000.0,5873.56,2013.0,1.0,9.0,Unknown,25.0177834,55.18312486
720972,1-102-2018-15141,Sales,Sell - Pre registration,2018-11-13,Unit,Hotel Apartment,Hospitality ,Off-Plan Properties,Al Khairan First,ADDRESS HARBOUR POINT TOWER 2,ADDRESS HARBOUR POINT,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,71.83,2049888.0,28538.05,2018.0,11.0,13.0,North_Central,25.19564786,55.36033252
1245176,1-11-2010-18412,Sales,Sell,2010-12-28,Unit,Flat,Residential,Existing Properties,Marsa Dubai,DREAM TOWER,,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,72.67,646000.0,8889.5,2010.0,12.0,28.0,Unknown,25.09547176,55.13076456
998787,2-14-2007-402,Mortgages,Modify Mortgage,2007-10-01,Villa,,Residential,Existing Properties,Al Garhoud,,,,Dubai International Airport,Terminal 3 ,City Centre Mirdif,,0,7116.37,5000000.0,702.61,2007.0,10.0,1.0,North,25.24277523,55.35062533
515565,3-9-2017-2416,Gifts,Grant,2017-12-20,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,Jumeirah Business Center 5,JUMEIRAH BUSINESS CENTRE 5,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,384.0,3306670.0,8611.12,2017.0,12.0,20.0,West,25.051959,55.15578
726371,1-133-2020-605,Sales,Development Registration,2020-11-16,Unit,Flat,Residential,Existing Properties,Nadd Hessa,Binghatti Stars,BINGHATTI STARS,Silicon Oasis,IMG World Adventures,,,2 B/R,1,182.26,926841.0,5085.27,2020.0,11.0,16.0,Unknown,25.12321,55.386619
1217047,1-41-2023-3142,Sales,Delayed Sell,2023-02-09,Land,,Residential,Existing Properties,Jabal Ali First,,Jebel Ali Village ,Jabal Ali Village,,,,,0,703.59,6440000.0,9153.06,2023.0,2.0,9.0,Unknown,25.03192836,55.14232708
917254,1-102-2023-587,Sales,Sell - Pre registration,2023-01-25,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Opalz By Danube - Tower 1,Opalz By Danube,Dubiotech,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,96.67,1279500.0,13235.75,2023.0,1.0,25.0,Unknown,25.07190314,55.23227541
214597,1-11-2008-1452,Sales,Sell,2008-03-31,Land,,Commercial,Existing Properties,Al Ruwayyah,,,The Villa,,,,,0,771.28,2366070.0,3067.72,2008.0,3.0,31.0,Unknown,25.0892985,55.3955555
784478,1-11-2009-209461,Sales,Sell,2009-04-30,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 74,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,82.0,600000.0,7317.07,2009.0,4.0,30.0,Unknown,25.01126,55.06116
